	0	1	2	3	4	5	6	7	8	9
Sentence70	('model1-model2', 0.971116484717851)	('model1-model3', 0.9706437514089771)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 0.9929534454243433)	('model2-model4', 0.971116484717851)	('model2-model5', 0.971116484717851)	('model3-model4', 0.9706437514089771)	('model3-model5', 0.9706437514089771)	('model4-model5', 1.0)
Sentence71	('model1-model2', 0.8826303576623216)	('model1-model3', 0.9013380367044632)	('model1-model4', 0.9252554031053316)	('model1-model5', 0.8869171740239308)	('model2-model3', 0.9320504003099557)	('model2-model4', 0.8884942094091933)	('model2-model5', 0.8076714518121242)	('model3-model4', 0.905807818953915)	('model3-model5', 0.792354773416884)	('model4-model5', 0.8575313185506843)
Sentence72	('model1-model2', 0.9844652616826984)	('model1-model3', 0.9895433718711182)	('model1-model4', 0.992486035715397)	('model1-model5', 0.9971353084198269)	('model2-model3', 0.9849056669043895)	('model2-model4', 0.9907474657665807)	('model2-model5', 0.9845920815459677)	('model3-model4', 0.9798210932150117)	('model3-model5', 0.995055142323664)	('model4-model5', 0.9896311892292626)
Sentence73	('model1-model2', 0.8037707687933086)	('model1-model3', 0.6607860985969229)	('model1-model4', 0.6638584928987282)	('model1-model5', 0.974512733496465)	('model2-model3', 0.9747346821532274)	('model2-model4', 0.9735257767534317)	('model2-model5', 0.864707542527115)	('model3-model4', 0.9921835635830106)	('model3-model5', 0.7452261040409609)	('model4-model5', 0.7497957043755377)
Sentence74	('model1-model2', 0.9835172339578375)	('model1-model3', 0.9921317926761898)	('model1-model4', 0.9964484462675337)	('model1-model5', 0.9907709060476642)	('model2-model3', 0.9937998024734522)	('model2-model4', 0.9856590842096214)	('model2-model5', 0.9955449074827484)	('model3-model4', 0.9896609721266695)	('model3-model5', 0.9975265951379775)	('model4-model5', 0.9896022450876258)
Sentence75	('model1-model2', 0.9660527623007229)	('model1-model3', 0.4818668696646104)	('model1-model4', 0.92682410037541)	('model1-model5', 0.909808096515954)	('model2-model3', 0.597702125543515)	('model2-model4', 0.9308578570941879)	('model2-model5', 0.9125156070308261)	('model3-model4', 0.34288854683047365)	('model3-model5', 0.36879417041506296)	('model4-model5', 0.9292575607348527)
Sentence76	('model1-model2', 0.7577722283113839)	('model1-model3', 0.9354143466934854)	('model1-model4', 0.6822882392210131)	('model1-model5', 0.6694555487165053)	('model2-model3', 0.6943650748294136)	('model2-model4', 0.6565321642986127)	('model2-model5', 0.8558443270800606)	('model3-model4', 0.5673086289311755)	('model3-model5', 0.5452785412727976)	('model4-model5', 0.6090155300940286)
Sentence77	('model1-model2', 0.9896718651196993)	('model1-model3', 0.9921867401729904)	('model1-model4', 0.9846760948384351)	('model1-model5', 0.9719306186610442)	('model2-model3', 0.9896729330956433)	('model2-model4', 0.9879678079120173)	('model2-model5', 0.9870834479415852)	('model3-model4', 0.9828348411030156)	('model3-model5', 0.9757807388093539)	('model4-model5', 0.9817937651207153)
Sentence78	('model1-model2', 0.986694809341773)	('model1-model3', 0.9801139505936489)	('model1-model4', 0.9820807524473744)	('model1-model5', 0.9806581309347243)	('model2-model3', 0.985687875647294)	('model2-model4', 0.9917174147805354)	('model2-model5', 0.9895419847083107)	('model3-model4', 0.991387755881332)	('model3-model5', 0.9783527428051446)	('model4-model5', 0.9926986900814876)
Sentence79	('model1-model2', 0.9801267591446262)	('model1-model3', 0.9845043299792741)	('model1-model4', 0.9755038535170835)	('model1-model5', 0.9887302238348022)	('model2-model3', 0.9954479382936176)	('model2-model4', 0.9929607068395864)	('model2-model5', 0.9903090714027278)	('model3-model4', 0.9929011608507529)	('model3-model5', 0.9959923079772306)	('model4-model5', 0.9904061497992019)
Sentence80	('model1-model2', 0.9893865392648261)	('model1-model3', 0.9464076542624484)	('model1-model4', 0.9778955378557617)	('model1-model5', 0.9649244028676199)	('model2-model3', 0.96529346273261)	('model2-model4', 0.9779776919054455)	('model2-model5', 0.9699269528365847)	('model3-model4', 0.9529438130488206)	('model3-model5', 0.9382048707574557)	('model4-model5', 0.954486573019785)
Sentence81	('model1-model2', 0.7777777777777778)	('model1-model3', 0.8219529433756427)	('model1-model4', 0.8432740427115678)	('model1-model5', 0.7705289916987292)	('model2-model3', 0.9649012813540154)	('model2-model4', 0.9135468796041984)	('model2-model5', 0.6365239496641676)	('model3-model4', 0.9492889050691345)	('model3-model5', 0.7434844114105214)	('model4-model5', 0.7945521577046603)
Sentence82	('model1-model2', 0.9762489250021661)	('model1-model3', 0.9650738704652996)	('model1-model4', 0.9776477221652764)	('model1-model5', 0.9807114281183703)	('model2-model3', 0.9455077393104099)	('model2-model4', 0.9835659774160215)	('model2-model5', 0.9838334167818009)	('model3-model4', 0.9568371458674202)	('model3-model5', 0.9430771232852639)	('model4-model5', 0.9874578888527593)
Sentence83	('model1-model2', 0.7894079519207056)	('model1-model3', 0.7894079519207056)	('model1-model4', 0.9669516220283545)	('model1-model5', 0.7884190041641178)	('model2-model3', 1.0)	('model2-model4', 0.8954567478196052)	('model2-model5', 0.9922324704339907)	('model3-model4', 0.8954567478196052)	('model3-model5', 0.9922324704339907)	('model4-model5', 0.879176725748143)
Sentence84	('model1-model2', 0.9959005311221261)	('model1-model3', 0.994337910496622)	('model1-model4', 0.9946099811128436)	('model1-model5', 0.9964165765215325)	('model2-model3', 0.9972513086912325)	('model2-model4', 0.9963444444384845)	('model2-model5', 0.9991297449675475)	('model3-model4', 0.9945253575737042)	('model3-model5', 0.9986016659781356)	('model4-model5', 0.9957421816342733)
Sentence85	('model1-model2', 0.9730666933079973)	('model1-model3', 0.9828677638396024)	('model1-model4', 0.9673961876135724)	('model1-model5', 0.9986164897325006)	('model2-model3', 0.9704333784598432)	('model2-model4', 0.9738816429861764)	('model2-model5', 0.9700888351562177)	('model3-model4', 0.9544901169730409)	('model3-model5', 0.9798062557518348)	('model4-model5', 0.9660814459310706)
Sentence86	('model1-model2', 0.9867816593515801)	('model1-model3', 0.9934352732073518)	('model1-model4', 0.9905999788734902)	('model1-model5', 0.9725116058584657)	('model2-model3', 0.9862051479748892)	('model2-model4', 0.9856227844252188)	('model2-model5', 0.9729556853654843)	('model3-model4', 0.9833292276714893)	('model3-model5', 0.9714608433759777)	('model4-model5', 0.9621767184663561)
Sentence87	('model1-model2', 0.9788085777308202)	('model1-model3', 0.9788085777308202)	('model1-model4', 0.9788085777308202)	('model1-model5', 0.9788085777308202)	('model2-model3', 1.0000000000000002)	('model2-model4', 1.0000000000000002)	('model2-model5', 1.0000000000000002)	('model3-model4', 1.0000000000000002)	('model3-model5', 1.0000000000000002)	('model4-model5', 1.0000000000000002)
Sentence88	('model1-model2', 0.9917061233520433)	('model1-model3', 0.9400730823023904)	('model1-model4', 0.9400730823023904)	('model1-model5', 0.9515472541449259)	('model2-model3', 0.9511844040355791)	('model2-model4', 0.9511844040355791)	('model2-model5', 0.9533463989809798)	('model3-model4', 1.0)	('model3-model5', 0.9896627163637085)	('model4-model5', 0.9896627163637085)
Sentence89	('model1-model2', 0.9843603959160079)	('model1-model3', 0.9853198046383187)	('model1-model4', 0.9862000763489072)	('model1-model5', 0.9825931261859434)	('model2-model3', 0.9940903695543873)	('model2-model4', 0.9935509610233335)	('model2-model5', 0.9807932562457459)	('model3-model4', 0.9973857753859935)	('model3-model5', 0.9868474444366455)	('model4-model5', 0.9850365626224087)
Sentence90	('model1-model2', 0.9794970787605001)	('model1-model3', 0.9756342457153253)	('model1-model4', 0.9794019938213971)	('model1-model5', 0.9732349905667534)	('model2-model3', 0.98497921638447)	('model2-model4', 0.9842336717403943)	('model2-model5', 0.978977017322487)	('model3-model4', 0.9944017918923138)	('model3-model5', 0.9794521685042088)	('model4-model5', 0.9789221338932144)
Sentence91	('model1-model2', 0.9825781231418101)	('model1-model3', 0.9827432479793047)	('model1-model4', 0.9827432479793047)	('model1-model5', 0.9825781231418101)	('model2-model3', 0.9992522002379064)	('model2-model4', 0.9992522002379064)	('model2-model5', 1.0)	('model3-model4', 1.0)	('model3-model5', 0.9992522002379064)	('model4-model5', 0.9992522002379064)
Sentence92	('model1-model2', 0.9637795482529622)	('model1-model3', 0.9751056642571115)	('model1-model4', 0.9989373249937948)	('model1-model5', 0.978029546552054)	('model2-model3', 0.9628584714581373)	('model2-model4', 0.9659702850239731)	('model2-model5', 0.9848555502402072)	('model3-model4', 0.9755483290199011)	('model3-model5', 0.973779608439849)	('model4-model5', 0.9806132333906046)
Sentence93	('model1-model2', 0.9987038231752549)	('model1-model3', 0.997048170421281)	('model1-model4', 0.9987038231752549)	('model1-model5', 0.9987038231752549)	('model2-model3', 0.9955535330832901)	('model2-model4', 1.0000000000000002)	('model2-model5', 1.0000000000000002)	('model3-model4', 0.9955535330832901)	('model3-model5', 0.9955535330832901)	('model4-model5', 1.0000000000000002)
Sentence94	('model1-model2', 0.9848847780608958)	('model1-model3', 0.9952550383770705)	('model1-model4', 0.989279002100895)	('model1-model5', 0.9942572461995068)	('model2-model3', 0.9845173651223539)	('model2-model4', 0.9819283498530262)	('model2-model5', 0.9790505472631709)	('model3-model4', 0.9928776107027123)	('model3-model5', 0.9946704828079342)	('model4-model5', 0.9862532777072508)
Sentence95	('model1-model2', 0.9731315279418742)	('model1-model3', 0.9705969023438855)	('model1-model4', 0.9530795614981744)	('model1-model5', 0.255467040683284)	('model2-model3', 0.9756230701359938)	('model2-model4', 0.969066512134446)	('model2-model5', 0.22034963908437383)	('model3-model4', 0.971791679463353)	('model3-model5', 0.22382611565808366)	('model4-model5', 0.22267612774933254)
Sentence96	('model1-model2', 1.0)	('model1-model3', 0.9902433140438736)	('model1-model4', 0.9102457242473467)	('model1-model5', 1.0)	('model2-model3', 0.9902433140438736)	('model2-model4', 0.9102457242473467)	('model2-model5', 1.0)	('model3-model4', 0.9332668545801484)	('model3-model5', 0.9902433140438736)	('model4-model5', 0.9102457242473467)
Sentence97	('model1-model2', 0.9824120603015075)	('model1-model3', 0.9816672164004618)	('model1-model4', 0.9861141723566922)	('model1-model5', 0.9822841253027564)	('model2-model3', 0.9956005575364684)	('model2-model4', 0.9938181893282289)	('model2-model5', 0.9949751346735931)	('model3-model4', 0.995561224281255)	('model3-model5', 0.9955232669177658)	('model4-model5', 0.994879717249038)
Sentence98	('model1-model2', 0.9339726081174728)	('model1-model3', 0.7461763370969002)	('model1-model4', 0.9129507744416916)	('model1-model5', 0.9988901383906887)	('model2-model3', 0.861383266656296)	('model2-model4', 0.9728372994074053)	('model2-model5', 0.9333313024319154)	('model3-model4', 0.9192030244157884)	('model3-model5', 0.7462882386308157)	('model4-model5', 0.913773702865646)
Sentence99	('model1-model2', 0.9975934858927138)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 0.9804535135823407)	('model2-model3', 0.9975934858927138)	('model2-model4', 0.9975934858927138)	('model2-model5', 0.9749356447047254)	('model3-model4', 1.0)	('model3-model5', 0.9804535135823407)	('model4-model5', 0.9804535135823407)
Sentence100	('model1-model2', 0.9922703322090589)	('model1-model3', 0.9806340187622894)	('model1-model4', 0.9683798626826218)	('model1-model5', 0.9760274640351582)	('model2-model3', 0.9941377873616043)	('model2-model4', 0.9692615815064867)	('model2-model5', 0.9683806109996298)	('model3-model4', 0.9666873179668111)	('model3-model5', 0.9529078922594244)	('model4-model5', 0.9667061098105602)
Sentence101	('model1-model2', 0.8953251604066217)	('model1-model3', 0.8479394948712745)	('model1-model4', 0.8481968752064996)	('model1-model5', 0.8661311391372267)	('model2-model3', 0.7931747686306171)	('model2-model4', 0.8264745061341079)	('model2-model5', 0.9494431566409374)	('model3-model4', 0.9250379788679681)	('model3-model5', 0.7698093417876337)	('model4-model5', 0.8537433336181031)
Sentence102	('model1-model2', 0.9907745780166306)	('model1-model3', 0.9867371014551628)	('model1-model4', 0.9739993473331743)	('model1-model5', 0.993316592204617)	('model2-model3', 0.9965191436606083)	('model2-model4', 0.9855114066942231)	('model2-model5', 0.9978608572923414)	('model3-model4', 0.9882142021325939)	('model3-model5', 0.9940424563615198)	('model4-model5', 0.983192731232586)
Sentence103	('model1-model2', 0.9911134511353049)	('model1-model3', 0.9941550122656037)	('model1-model4', 0.9919810549599067)	('model1-model5', 0.9900398077459197)	('model2-model3', 0.9949929539787922)	('model2-model4', 0.9990208558821226)	('model2-model5', 0.994590701744581)	('model3-model4', 0.995154970720822)	('model3-model5', 0.9929863879334453)	('model4-model5', 0.9926267408727737)
Sentence104	('model1-model2', 0.9936626426653186)	('model1-model3', 0.9936626426653186)	('model1-model4', 0.9918848633031296)	('model1-model5', 0.9936626426653186)	('model2-model3', 1.0)	('model2-model4', 0.9986976312119171)	('model2-model5', 1.0)	('model3-model4', 0.9986976312119171)	('model3-model5', 1.0)	('model4-model5', 0.9986976312119171)
Sentence105	('model1-model2', 0.9519750050586465)	('model1-model3', 0.9322783152808269)	('model1-model4', 0.9023047412896854)	('model1-model5', 0.8646129512999187)	('model2-model3', 0.8775799223697635)	('model2-model4', 0.8884162122600212)	('model2-model5', 0.8051747798361569)	('model3-model4', 0.9201150588984627)	('model3-model5', 0.861175112828923)	('model4-model5', 0.9073928715621604)
Sentence106	('model1-model2', 0.9995429276497302)	('model1-model3', 0.9999999999999999)	('model1-model4', 0.9942322863112641)	('model1-model5', 0.9950439352967899)	('model2-model3', 0.9995429276497302)	('model2-model4', 0.9933405098728564)	('model2-model5', 0.9958575824976877)	('model3-model4', 0.9942322863112641)	('model3-model5', 0.9950439352967899)	('model4-model5', 0.9900955081730697)
Sentence107	('model1-model2', 0.8911327886790067)	('model1-model3', 0.8801760528176061)	('model1-model4', 0.9297198959726098)	('model1-model5', 0.9297198959726098)	('model2-model3', 0.9091372900969896)	('model2-model4', 0.9797958971132713)	('model2-model5', 0.9797958971132713)	('model3-model4', 0.9072647087265548)	('model3-model5', 0.9072647087265548)	('model4-model5', 1.0000000000000002)
Sentence108	('model1-model2', 0.9833333333333332)	('model1-model3', 0.9759341222660658)	('model1-model4', 0.9690712968630099)	('model1-model5', 0.99867936929457)	('model2-model3', 0.9759341222660658)	('model2-model4', 0.9690712968630099)	('model2-model5', 0.9813110324372731)	('model3-model4', 0.9757065551829011)	('model3-model5', 0.9748405542574715)	('model4-model5', 0.9659620379958115)
Sentence109	('model1-model2', 0.9843832671610517)	('model1-model3', 0.9999999999999999)	('model1-model4', 0.9999999999999999)	('model1-model5', 0.9999999999999999)	('model2-model3', 0.9843832671610517)	('model2-model4', 0.9843832671610517)	('model2-model5', 0.9843832671610517)	('model3-model4', 0.9999999999999999)	('model3-model5', 0.9999999999999999)	('model4-model5', 0.9999999999999999)
Sentence110	('model1-model2', 0.9805607543688705)	('model1-model3', 0.9675974793493849)	('model1-model4', 0.9691532651576193)	('model1-model5', 0.9932611214619785)	('model2-model3', 0.9918143234365558)	('model2-model4', 0.9860911167877616)	('model2-model5', 0.9816735217679352)	('model3-model4', 0.9891331494555112)	('model3-model5', 0.9686448451620617)	('model4-model5', 0.9802044007362372)
Sentence111	('model1-model2', 0.9699405611621931)	('model1-model3', 0.9562951630160668)	('model1-model4', 0.9693376733083303)	('model1-model5', 0.9718482053219712)	('model2-model3', 0.9303042520773656)	('model2-model4', 0.9670186600025331)	('model2-model5', 0.9982199063957499)	('model3-model4', 0.9500109319735733)	('model3-model5', 0.9313944351042234)	('model4-model5', 0.9695703134248725)
Sentence112	('model1-model2', 0.9722291331088782)	('model1-model3', 0.9600129097481744)	('model1-model4', 0.97455063877856)	('model1-model5', 0.9894999790557696)	('model2-model3', 0.959065827416343)	('model2-model4', 0.9888205267438662)	('model2-model5', 0.9851315521050386)	('model3-model4', 0.9660171020266596)	('model3-model5', 0.9735376567003493)	('model4-model5', 0.9785088770299837)
Sentence113	('model1-model2', 0.9172607163371383)	('model1-model3', 0.9203310287358498)	('model1-model4', 0.9594940512352477)	('model1-model5', 0.8773003092282032)	('model2-model3', 0.9759000729485332)	('model2-model4', 0.9759000729485332)	('model2-model5', 0.9533531005949735)	('model3-model4', 0.9722222222222222)	('model3-model5', 0.9333850458487252)	('model4-model5', 0.9333850458487252)
Sentence114	('model1-model2', 0.993083125161499)	('model1-model3', 0.98395288190141)	('model1-model4', 0.9914626884538711)	('model1-model5', 0.9840083540655705)	('model2-model3', 0.984008788873239)	('model2-model4', 0.9894758769572817)	('model2-model5', 0.9835798990474999)	('model3-model4', 0.986082571550455)	('model3-model5', 0.9680076982693477)	('model4-model5', 0.9778610562823118)
Sentence115	('model1-model2', 0.9589871393556)	('model1-model3', 0.8461970117626564)	('model1-model4', 0.9051114573693302)	('model1-model5', 0.8461970117626564)	('model2-model3', 0.8616404368553292)	('model2-model4', 0.9090909090909091)	('model2-model5', 0.8616404368553292)	('model3-model4', 0.8411251883587736)	('model3-model5', 1.0)	('model4-model5', 0.8411251883587736)
Sentence116	('model1-model2', 0.978823281168844)	('model1-model3', 0.012271023489836285)	('model1-model4', 0.909175351947414)	('model1-model5', 0.9449408653940518)	('model2-model3', 0.15974610741882647)	('model2-model4', 0.887431764240496)	('model2-model5', 0.949614970142786)	('model3-model4', 0.010180201431713679)	('model3-model5', 0.010903405371759408)	('model4-model5', 0.880640820276633)
Sentence117	('model1-model2', 0.9117109240603775)	('model1-model3', 0.9314188014027618)	('model1-model4', 0.9072472797539783)	('model1-model5', 0.9278285994979018)	('model2-model3', 0.9455604195619935)	('model2-model4', 0.971422653550444)	('model2-model5', 0.9271982751206896)	('model3-model4', 0.9028423882990055)	('model3-model5', 0.9021342216356464)	('model4-model5', 0.8991427647725281)
Sentence118	('model1-model2', 0.9951027163222492)	('model1-model3', 0.9947963172651942)	('model1-model4', 0.9941233575366792)	('model1-model5', 0.9974212519239558)	('model2-model3', 0.9960678739711388)	('model2-model4', 0.9949983948706121)	('model2-model5', 0.9972855760405934)	('model3-model4', 0.9944846300665041)	('model3-model5', 0.995253778695948)	('model4-model5', 0.9936701069079362)
